"ASIGNATURA_REFERENCIA","MATRICULA_CURSO_ACADEMICO","GRUPO_ID","INGLES","ASIGNACION_MANUAL","MATRICULA_EXPEDIENTES_NEXP"
"51015","20/21","","","",104101216
"51024","20/21","","","",104101216
"51005","20/21","","","",104101216
"51022","20/21","","","",104101216
"51030","20/21","","","",104101216
"53008","20/21","","","",105601217
"53009","20/21","","","",105601217
"53010","20/21","","","",105601217
"53011","20/21","","","",105601217
"53012","20/21","","","",105601217
"53013","20/21","","","",105601217
"53014","20/21","","","",105601217
"53015","20/21","","","",105601217
"53016","20/21","","","",105601217
"53017","20/21","","","",105601217
"51675","20/21","","","",104301218
"51676","20/21","","","",104301218
"51681","20/21","","","",104301218
"51684","20/21","","","",104301218
"51691","20/21","","","",104301218
"51692","20/21","","","",104301218
"51006","20/21","","","",104301218
"51039","20/21","","","",104301218
"51140","20/21","","","",104201219
"51144","20/21","","","",104201219
"51147","20/21","","","",104201219
"51148","20/21","","","",104201219
"51149","20/21","","","",104201219
"51150","20/21","","","",104201219
"51151","20/21","","","",104201219
"51152","20/21","","","",104201219
"51153","20/21","","","",104201219
"51154","20/21","","","",104201219
"51155","20/21","","","",104201219
"51156","20/21","","","",104201219
"51157","20/21","","","",104201219
"51009","20/21","","","",104101220
"51015","20/21","","","",104101220
"51024","20/21","","","",104101220
"51017","20/21","","","",104101220
"51019","20/21","","","",104101220
"51023","20/21","","","",104101220
"51673","20/21","","","",104301221
"51674","20/21","","","",104301221
"51675","20/21","","","",104301221
"51676","20/21","","","",104301221
"51677","20/21","","","",104301221
"51678","20/21","","","",104301221
"51679","20/21","","","",104301221
"51680","20/21","","","",104301221
"51681","20/21","","","",104301221
"51682","20/21","","","",104301221
"51143","20/21","","","",104201222
"51144","20/21","","","",104201222
"51148","20/21","","","",104201222
"51149","20/21","","","",104201222
"51150","20/21","","","",104201222
"51151","20/21","","","",104201222
"51153","20/21","","","",104201222
"51154","20/21","","","",104201222
"51156","20/21","","","",104201222
"51157","20/21","","","",104201222
"50658","20/21","","","",104101223
"50661","20/21","","","",104101223
"50666","20/21","","","",104101223
"50996","20/21","","","",104101223
"50998","20/21","","","",104101223
"50999","20/21","","","",104101223
"51001","20/21","","","",104101223
"51003","20/21","","","",104101223
"51138","20/21","","","",104201224
"51139","20/21","","","",104201224
"51140","20/21","","","",104201224
"51141","20/21","","","",104201224
"51142","20/21","","","",104201224
"51143","20/21","","","",104201224
"51144","20/21","","","",104201224
"51145","20/21","","","",104201224
"51146","20/21","","","",104201224
"51147","20/21","","","",104201224
"53011","20/21","","","",105601225
"53109","20/21","","","",105601225
"53110","20/21","","","",105601225
"53111","20/21","","","",105601225
"53112","20/21","","","",105601225
"53113","20/21","","","",105601225
"53114","20/21","","","",105601225
"53115","20/21","","","",105601225
"53116","20/21","","","",105601225
"53117","20/21","","","",105601225
"53118","20/21","","","",105601225
"50658","20/21","","","",104101226
"50659","20/21","","","",104101226
"50660","20/21","","","",104101226
"50661","20/21","","","",104101226
"50662","20/21","","","",104101226
"50663","20/21","","","",104101226
"50664","20/21","","","",104101226
"50665","20/21","","","",104101226
"50666","20/21","","","",104101226
"50667","20/21","","","",104101226
"50658","20/21","","","",104101227
"50659","20/21","","","",104101227
"50660","20/21","","","",104101227
"50661","20/21","","","",104101227
"50662","20/21","","","",104101227
"50663","20/21","","","",104101227
"50664","20/21","","","",104101227
"50665","20/21","","","",104101227
"50666","20/21","","","",104101227
"50667","20/21","","","",104101227
"51138","20/21","","","",104201228
"51141","20/21","","","",104201228
"51142","20/21","","","",104201228
"51144","20/21","","","",104201228
"51146","20/21","","","",104201228
"51147","20/21","","","",104201228
"51150","20/21","","","",104201228
"51151","20/21","","","",104201228
"51153","20/21","","","",104201228
"51157","20/21","","","",104201228
"51154","20/21","","","",104201229
"51155","20/21","","","",104201229
"51160","20/21","","","",104201229
"51161","20/21","","","",104201229
"51162","20/21","","","",104201229
"51166","20/21","","","",104201229
"51169","20/21","","","",104201229
"51171","20/21","","","",104201229
"51174","20/21","","","",104201229
"51006","20/21","","","",104201229
"51049","20/21","","","",104201229
"50658","20/21","","","",104101230
"50659","20/21","","","",104101230
"50660","20/21","","","",104101230
"50661","20/21","","","",104101230
"50662","20/21","","","",104101230
"50663","20/21","","","",104101230
"50664","20/21","","","",104101230
"50665","20/21","","","",104101230
"50666","20/21","","","",104101230
"50667","20/21","","","",104101230
"53010","20/21","","","",105601231
"53011","20/21","","","",105601231
"53017","20/21","","","",105601231
"53109","20/21","","","",105601231
"53110","20/21","","","",105601231
"53111","20/21","","","",105601231
"53112","20/21","","","",105601231
"53114","20/21","","","",105601231
"53115","20/21","","","",105601231
"53116","20/21","","","",105601231
"53117","20/21","","","",105601231
"51046","20/21","","","",104101232
"51059","20/21","","","",104101232
"51148","20/21","","","",104201233
"51149","20/21","","","",104201233
"51150","20/21","","","",104201233
"51151","20/21","","","",104201233
"51152","20/21","","","",104201233
"51153","20/21","","","",104201233
"51154","20/21","","","",104201233
"51155","20/21","","","",104201233
"51156","20/21","","","",104201233
"51157","20/21","","","",104201233
"51139","20/21","","","",104201234
"51140","20/21","","","",104201234
"51142","20/21","","","",104201234
"51147","20/21","","","",104201234
"51149","20/21","","","",104201234
"51150","20/21","","","",104201234
"51152","20/21","","","",104201234
"51154","20/21","","","",104201234
"51156","20/21","","","",104201234
"51157","20/21","","","",104201234
"51142","20/21","","","",104201235
"51144","20/21","","","",104201235
"51148","20/21","","","",104201235
"51154","20/21","","","",104201235
"51156","20/21","","","",104201235
"51157","20/21","","","",104201235
"51160","20/21","","","",104201235
"51175","20/21","","","",104201235
"53113","20/21","","","",105601236
"53162","20/21","","","",105601236
"53214","20/21","","","",105601236
"53304","20/21","","","",105601236
"53417","20/21","","","",105601236
"53420","20/21","","","",105601236
"53425","20/21","","","",105601236
"53423","20/21","","","",105601236
"53426","20/21","","","",105601236
"51151","20/21","","","",104201237
"51162","20/21","","","",104201237
"51171","20/21","","","",104201237
"51198","20/21","","","",104201237
"51056","20/21","","","",104201237
"53308","20/21","","","",105601238
"53413","20/21","","","",105601238
"51138","20/21","","","",104201239
"51139","20/21","","","",104201239
"51143","20/21","","","",104201239
"51144","20/21","","","",104201239
"51148","20/21","","","",104201239
"51151","20/21","","","",104201239
"51154","20/21","","","",104201239
"51155","20/21","","","",104201239
"51157","20/21","","","",104201239
"50658","20/21","","","",104101240
"50659","20/21","","","",104101240
"50660","20/21","","","",104101240
"50661","20/21","","","",104101240
"50662","20/21","","","",104101240
"50663","20/21","","","",104101240
"50664","20/21","","","",104101240
"50665","20/21","","","",104101240
"50666","20/21","","","",104101240
"50667","20/21","","","",104101240
"51148","20/21","","","",104201241
"51154","20/21","","","",104201241
"51195","20/21","","","",104201241
"51180","20/21","","","",104201241
"51181","20/21","","","",104201241
"51182","20/21","","","",104201241
"51186","20/21","","","",104201241
"51190","20/21","","","",104201241
"51040","20/21","","","",104201241
"51023","20/21","","","",104201241
"51009","20/21","","","",104101242
"51059","20/21","","","",104101242
"51056","20/21","","","",104101242
"50658","20/21","","","",104101243
"50659","20/21","","","",104101243
"50660","20/21","","","",104101243
"50661","20/21","","","",104101243
"50662","20/21","","","",104101243
"50663","20/21","","","",104101243
"50664","20/21","","","",104101243
"50665","20/21","","","",104101243
"50666","20/21","","","",104101243
"50667","20/21","","","",104101243
"51138","20/21","","","",104201245
"51143","20/21","","","",104201245
"51148","20/21","","","",104201245
"51152","20/21","","","",104201245
"51160","20/21","","","",104201245
"51169","20/21","","","",104201245
"51171","20/21","","","",104201245
"51175","20/21","","","",104201245
"51138","20/21","","","",104201246
"51139","20/21","","","",104201246
"51140","20/21","","","",104201246
"51142","20/21","","","",104201246
"51143","20/21","","","",104201246
"51144","20/21","","","",104201246
"51150","20/21","","","",104201246
"51169","20/21","","","",104201246
"51174","20/21","","","",104201246
"51138","20/21","","","",104201247
"51139","20/21","","","",104201247
"51140","20/21","","","",104201247
"51141","20/21","","","",104201247
"51142","20/21","","","",104201247
"51143","20/21","","","",104201247
"51144","20/21","","","",104201247
"51145","20/21","","","",104201247
"51146","20/21","","","",104201247
"51147","20/21","","","",104201247
"51148","20/21","","","",104201248
"51150","20/21","","","",104201248
"51151","20/21","","","",104201248
"51152","20/21","","","",104201248
"51153","20/21","","","",104201248
"51154","20/21","","","",104201248
"51156","20/21","","","",104201248
"51157","20/21","","","",104201248
"51160","20/21","","","",104201248
"51169","20/21","","","",104201248
"50658","20/21","","","",104101249
"50659","20/21","","","",104101249
"50660","20/21","","","",104101249
"50662","20/21","","","",104101249
"50663","20/21","","","",104101249
"50664","20/21","","","",104101249
"50666","20/21","","","",104101249
"50999","20/21","","","",104101249
"53109","20/21","","","",105601250
"53110","20/21","","","",105601250
"53111","20/21","","","",105601250
"53112","20/21","","","",105601250
"53113","20/21","","","",105601250
"53114","20/21","","","",105601250
"53115","20/21","","","",105601250
"53116","20/21","","","",105601250
"53117","20/21","","","",105601250
"51156","20/21","","","",104201044
"51157","20/21","","","",104201044
"51195","20/21","","","",104201045
"51180","20/21","","","",104201045
"51181","20/21","","","",104201045
"51182","20/21","","","",104201045
"51186","20/21","","","",104201045
"51198","20/21","","","",104201045
"51026","20/21","","","",104201045
"51056","20/21","","","",104201045
"50994","20/21","","","",104101046
"50997","20/21","","","",104101046
"51007","20/21","","","",104101046
"51009","20/21","","","",104101046
"51011","20/21","","","",104101046
"51015","20/21","","","",104101046
"51025","20/21","","","",104101046
"51024","20/21","","","",104101046
"51017","20/21","","","",104101046
"51013","20/21","","","",104101046
"51049","20/21","","","",104101046
"51675","20/21","","","",104301047
"51676","20/21","","","",104301047
"51677","20/21","","","",104301047
"51681","20/21","","","",104301047
"51682","20/21","","","",104301047
"51687","20/21","","","",104301047
"51688","20/21","","","",104301047
